kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,kategori_pekerjaan,jumlah_korban,tahun
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,BEKERJA,0,2020
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,2,2020
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,TIDAK DIKETAHUI,10,2020
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,PELAJAR,29,2020
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,PNS/TNI/POLRI,0,2020
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,SWASTA/BURUH,0,2020
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,TIDAK BEKERJA,4,2020
3207,KABUPATEN CIAMIS,LAKI-LAKI,BEKERJA,0,2020
3207,KABUPATEN CIAMIS,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3207,KABUPATEN CIAMIS,LAKI-LAKI,TIDAK DIKETAHUI,1,2020
3207,KABUPATEN CIAMIS,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3207,KABUPATEN CIAMIS,LAKI-LAKI,PELAJAR,0,2020
3207,KABUPATEN CIAMIS,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3207,KABUPATEN CIAMIS,LAKI-LAKI,SWASTA/BURUH,0,2020
3207,KABUPATEN CIAMIS,LAKI-LAKI,TIDAK BEKERJA,3,2020
3207,KABUPATEN CIAMIS,PEREMPUAN,BEKERJA,0,2020
3207,KABUPATEN CIAMIS,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,3,2020
3207,KABUPATEN CIAMIS,PEREMPUAN,TIDAK DIKETAHUI,2,2020
3207,KABUPATEN CIAMIS,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3207,KABUPATEN CIAMIS,PEREMPUAN,PELAJAR,3,2020
3207,KABUPATEN CIAMIS,PEREMPUAN,PNS/TNI/POLRI,0,2020
3207,KABUPATEN CIAMIS,PEREMPUAN,SWASTA/BURUH,0,2020
3207,KABUPATEN CIAMIS,PEREMPUAN,TIDAK BEKERJA,9,2020
3208,KABUPATEN KUNINGAN,LAKI-LAKI,BEKERJA,0,2020
3208,KABUPATEN KUNINGAN,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3208,KABUPATEN KUNINGAN,LAKI-LAKI,TIDAK DIKETAHUI,3,2020
3208,KABUPATEN KUNINGAN,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3208,KABUPATEN KUNINGAN,LAKI-LAKI,PELAJAR,0,2020
3208,KABUPATEN KUNINGAN,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3208,KABUPATEN KUNINGAN,LAKI-LAKI,SWASTA/BURUH,0,2020
3208,KABUPATEN KUNINGAN,LAKI-LAKI,TIDAK BEKERJA,2,2020
3208,KABUPATEN KUNINGAN,PEREMPUAN,BEKERJA,0,2020
3208,KABUPATEN KUNINGAN,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,0,2020
3208,KABUPATEN KUNINGAN,PEREMPUAN,TIDAK DIKETAHUI,4,2020
3208,KABUPATEN KUNINGAN,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3208,KABUPATEN KUNINGAN,PEREMPUAN,PELAJAR,0,2020
3208,KABUPATEN KUNINGAN,PEREMPUAN,PNS/TNI/POLRI,0,2020
3208,KABUPATEN KUNINGAN,PEREMPUAN,SWASTA/BURUH,0,2020
3208,KABUPATEN KUNINGAN,PEREMPUAN,TIDAK BEKERJA,2,2020
3209,KABUPATEN CIREBON,LAKI-LAKI,BEKERJA,0,2020
3209,KABUPATEN CIREBON,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3209,KABUPATEN CIREBON,LAKI-LAKI,TIDAK DIKETAHUI,6,2020
3209,KABUPATEN CIREBON,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3209,KABUPATEN CIREBON,LAKI-LAKI,PELAJAR,8,2020
3209,KABUPATEN CIREBON,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3209,KABUPATEN CIREBON,LAKI-LAKI,SWASTA/BURUH,0,2020
3209,KABUPATEN CIREBON,LAKI-LAKI,TIDAK BEKERJA,2,2020
3209,KABUPATEN CIREBON,PEREMPUAN,BEKERJA,0,2020
3209,KABUPATEN CIREBON,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,11,2020
3209,KABUPATEN CIREBON,PEREMPUAN,TIDAK DIKETAHUI,11,2020
3209,KABUPATEN CIREBON,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3209,KABUPATEN CIREBON,PEREMPUAN,PELAJAR,19,2020
3209,KABUPATEN CIREBON,PEREMPUAN,PNS/TNI/POLRI,1,2020
3209,KABUPATEN CIREBON,PEREMPUAN,SWASTA/BURUH,1,2020
3209,KABUPATEN CIREBON,PEREMPUAN,TIDAK BEKERJA,4,2020
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,BEKERJA,0,2020
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,TIDAK DIKETAHUI,2,2020
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,PELAJAR,1,2020
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,SWASTA/BURUH,0,2020
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,TIDAK BEKERJA,0,2020
3210,KABUPATEN MAJALENGKA,PEREMPUAN,BEKERJA,1,2020
3210,KABUPATEN MAJALENGKA,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,4,2020
3210,KABUPATEN MAJALENGKA,PEREMPUAN,TIDAK DIKETAHUI,1,2020
3210,KABUPATEN MAJALENGKA,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3210,KABUPATEN MAJALENGKA,PEREMPUAN,PELAJAR,15,2020
3210,KABUPATEN MAJALENGKA,PEREMPUAN,PNS/TNI/POLRI,0,2020
3210,KABUPATEN MAJALENGKA,PEREMPUAN,SWASTA/BURUH,0,2020
3210,KABUPATEN MAJALENGKA,PEREMPUAN,TIDAK BEKERJA,1,2020
3211,KABUPATEN SUMEDANG,LAKI-LAKI,BEKERJA,0,2020
3211,KABUPATEN SUMEDANG,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3211,KABUPATEN SUMEDANG,LAKI-LAKI,TIDAK DIKETAHUI,3,2020
3211,KABUPATEN SUMEDANG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3211,KABUPATEN SUMEDANG,LAKI-LAKI,PELAJAR,0,2020
3211,KABUPATEN SUMEDANG,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3211,KABUPATEN SUMEDANG,LAKI-LAKI,SWASTA/BURUH,0,2020
3211,KABUPATEN SUMEDANG,LAKI-LAKI,TIDAK BEKERJA,1,2020
3211,KABUPATEN SUMEDANG,PEREMPUAN,BEKERJA,0,2020
3211,KABUPATEN SUMEDANG,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,2,2020
3211,KABUPATEN SUMEDANG,PEREMPUAN,TIDAK DIKETAHUI,8,2020
3211,KABUPATEN SUMEDANG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,1,2020
3211,KABUPATEN SUMEDANG,PEREMPUAN,PELAJAR,4,2020
3211,KABUPATEN SUMEDANG,PEREMPUAN,PNS/TNI/POLRI,0,2020
3211,KABUPATEN SUMEDANG,PEREMPUAN,SWASTA/BURUH,0,2020
3211,KABUPATEN SUMEDANG,PEREMPUAN,TIDAK BEKERJA,0,2020
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,BEKERJA,0,2020
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,TIDAK DIKETAHUI,1,2020
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,PELAJAR,0,2020
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,SWASTA/BURUH,0,2020
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,TIDAK BEKERJA,0,2020
3212,KABUPATEN INDRAMAYU,PEREMPUAN,BEKERJA,1,2020
3212,KABUPATEN INDRAMAYU,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,2,2020
3212,KABUPATEN INDRAMAYU,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3212,KABUPATEN INDRAMAYU,PEREMPUAN,PEDAGANG/TANI/NELAYAN,1,2020
3212,KABUPATEN INDRAMAYU,PEREMPUAN,PELAJAR,9,2020
3212,KABUPATEN INDRAMAYU,PEREMPUAN,PNS/TNI/POLRI,0,2020
3212,KABUPATEN INDRAMAYU,PEREMPUAN,SWASTA/BURUH,3,2020
3212,KABUPATEN INDRAMAYU,PEREMPUAN,TIDAK BEKERJA,2,2020
3213,KABUPATEN SUBANG,LAKI-LAKI,BEKERJA,0,2020
3213,KABUPATEN SUBANG,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3213,KABUPATEN SUBANG,LAKI-LAKI,TIDAK DIKETAHUI,2,2020
3213,KABUPATEN SUBANG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3213,KABUPATEN SUBANG,LAKI-LAKI,PELAJAR,4,2020
3213,KABUPATEN SUBANG,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3213,KABUPATEN SUBANG,LAKI-LAKI,SWASTA/BURUH,1,2020
3213,KABUPATEN SUBANG,LAKI-LAKI,TIDAK BEKERJA,0,2020
3213,KABUPATEN SUBANG,PEREMPUAN,BEKERJA,0,2020
3213,KABUPATEN SUBANG,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,1,2020
3213,KABUPATEN SUBANG,PEREMPUAN,TIDAK DIKETAHUI,16,2020
3213,KABUPATEN SUBANG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3213,KABUPATEN SUBANG,PEREMPUAN,PELAJAR,5,2020
3213,KABUPATEN SUBANG,PEREMPUAN,PNS/TNI/POLRI,0,2020
3213,KABUPATEN SUBANG,PEREMPUAN,SWASTA/BURUH,0,2020
3213,KABUPATEN SUBANG,PEREMPUAN,TIDAK BEKERJA,0,2020
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,BEKERJA,0,2020
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,TIDAK DIKETAHUI,6,2020
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,PELAJAR,2,2020
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,SWASTA/BURUH,0,2020
3214,KABUPATEN PURWAKARTA,LAKI-LAKI,TIDAK BEKERJA,0,2020
3214,KABUPATEN PURWAKARTA,PEREMPUAN,BEKERJA,0,2020
3214,KABUPATEN PURWAKARTA,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,3,2020
3214,KABUPATEN PURWAKARTA,PEREMPUAN,TIDAK DIKETAHUI,24,2020
3214,KABUPATEN PURWAKARTA,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3214,KABUPATEN PURWAKARTA,PEREMPUAN,PELAJAR,7,2020
3214,KABUPATEN PURWAKARTA,PEREMPUAN,PNS/TNI/POLRI,2,2020
3214,KABUPATEN PURWAKARTA,PEREMPUAN,SWASTA/BURUH,0,2020
3214,KABUPATEN PURWAKARTA,PEREMPUAN,TIDAK BEKERJA,0,2020
3215,KABUPATEN KARAWANG,LAKI-LAKI,BEKERJA,0,2020
3215,KABUPATEN KARAWANG,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3215,KABUPATEN KARAWANG,LAKI-LAKI,TIDAK DIKETAHUI,1,2020
3215,KABUPATEN KARAWANG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,1,2020
3215,KABUPATEN KARAWANG,LAKI-LAKI,PELAJAR,7,2020
3215,KABUPATEN KARAWANG,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3215,KABUPATEN KARAWANG,LAKI-LAKI,SWASTA/BURUH,1,2020
3215,KABUPATEN KARAWANG,LAKI-LAKI,TIDAK BEKERJA,1,2020
3215,KABUPATEN KARAWANG,PEREMPUAN,BEKERJA,2,2020
3215,KABUPATEN KARAWANG,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,14,2020
3215,KABUPATEN KARAWANG,PEREMPUAN,TIDAK DIKETAHUI,1,2020
3215,KABUPATEN KARAWANG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,1,2020
3215,KABUPATEN KARAWANG,PEREMPUAN,PELAJAR,9,2020
3215,KABUPATEN KARAWANG,PEREMPUAN,PNS/TNI/POLRI,0,2020
3215,KABUPATEN KARAWANG,PEREMPUAN,SWASTA/BURUH,10,2020
3215,KABUPATEN KARAWANG,PEREMPUAN,TIDAK BEKERJA,3,2020
3216,KABUPATEN BEKASI,LAKI-LAKI,BEKERJA,1,2020
3216,KABUPATEN BEKASI,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3216,KABUPATEN BEKASI,LAKI-LAKI,TIDAK DIKETAHUI,1,2020
3216,KABUPATEN BEKASI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3216,KABUPATEN BEKASI,LAKI-LAKI,PELAJAR,13,2020
3216,KABUPATEN BEKASI,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3216,KABUPATEN BEKASI,LAKI-LAKI,SWASTA/BURUH,0,2020
3216,KABUPATEN BEKASI,LAKI-LAKI,TIDAK BEKERJA,5,2020
3216,KABUPATEN BEKASI,PEREMPUAN,BEKERJA,7,2020
3216,KABUPATEN BEKASI,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,33,2020
3216,KABUPATEN BEKASI,PEREMPUAN,TIDAK DIKETAHUI,1,2020
3216,KABUPATEN BEKASI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,2,2020
3216,KABUPATEN BEKASI,PEREMPUAN,PELAJAR,49,2020
3216,KABUPATEN BEKASI,PEREMPUAN,PNS/TNI/POLRI,0,2020
3216,KABUPATEN BEKASI,PEREMPUAN,SWASTA/BURUH,4,2020
3216,KABUPATEN BEKASI,PEREMPUAN,TIDAK BEKERJA,11,2020
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,BEKERJA,0,2020
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,PELAJAR,4,2020
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,SWASTA/BURUH,0,2020
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,TIDAK BEKERJA,1,2020
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,BEKERJA,1,2020
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,1,2020
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,TIDAK DIKETAHUI,4,2020
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,PELAJAR,11,2020
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,PNS/TNI/POLRI,0,2020
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,SWASTA/BURUH,0,2020
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,TIDAK BEKERJA,4,2020
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,BEKERJA,0,2020
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,TIDAK DIKETAHUI,12,2020
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,PELAJAR,12,2020
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,SWASTA/BURUH,0,2020
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,TIDAK BEKERJA,0,2020
3218,KABUPATEN PANGANDARAN,PEREMPUAN,BEKERJA,0,2020
3218,KABUPATEN PANGANDARAN,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,1,2020
3218,KABUPATEN PANGANDARAN,PEREMPUAN,TIDAK DIKETAHUI,13,2020
3218,KABUPATEN PANGANDARAN,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3218,KABUPATEN PANGANDARAN,PEREMPUAN,PELAJAR,12,2020
3218,KABUPATEN PANGANDARAN,PEREMPUAN,PNS/TNI/POLRI,0,2020
3218,KABUPATEN PANGANDARAN,PEREMPUAN,SWASTA/BURUH,0,2020
3218,KABUPATEN PANGANDARAN,PEREMPUAN,TIDAK BEKERJA,0,2020
3271,KOTA BOGOR,LAKI-LAKI,BEKERJA,0,2020
3271,KOTA BOGOR,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3271,KOTA BOGOR,LAKI-LAKI,TIDAK DIKETAHUI,1,2020
3271,KOTA BOGOR,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3271,KOTA BOGOR,LAKI-LAKI,PELAJAR,4,2020
3271,KOTA BOGOR,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3271,KOTA BOGOR,LAKI-LAKI,SWASTA/BURUH,0,2020
3271,KOTA BOGOR,LAKI-LAKI,TIDAK BEKERJA,2,2020
3271,KOTA BOGOR,PEREMPUAN,BEKERJA,1,2020
3271,KOTA BOGOR,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,4,2020
3271,KOTA BOGOR,PEREMPUAN,TIDAK DIKETAHUI,2,2020
3271,KOTA BOGOR,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3271,KOTA BOGOR,PEREMPUAN,PELAJAR,1,2020
3271,KOTA BOGOR,PEREMPUAN,PNS/TNI/POLRI,0,2020
3271,KOTA BOGOR,PEREMPUAN,SWASTA/BURUH,0,2020
3271,KOTA BOGOR,PEREMPUAN,TIDAK BEKERJA,2,2020
3272,KOTA SUKABUMI,LAKI-LAKI,BEKERJA,0,2020
3272,KOTA SUKABUMI,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3272,KOTA SUKABUMI,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3272,KOTA SUKABUMI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3272,KOTA SUKABUMI,LAKI-LAKI,PELAJAR,22,2020
3272,KOTA SUKABUMI,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3272,KOTA SUKABUMI,LAKI-LAKI,SWASTA/BURUH,0,2020
3272,KOTA SUKABUMI,LAKI-LAKI,TIDAK BEKERJA,4,2020
3272,KOTA SUKABUMI,PEREMPUAN,BEKERJA,4,2020
3272,KOTA SUKABUMI,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,7,2020
3272,KOTA SUKABUMI,PEREMPUAN,TIDAK DIKETAHUI,7,2020
3272,KOTA SUKABUMI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3272,KOTA SUKABUMI,PEREMPUAN,PELAJAR,15,2020
3272,KOTA SUKABUMI,PEREMPUAN,PNS/TNI/POLRI,0,2020
3272,KOTA SUKABUMI,PEREMPUAN,SWASTA/BURUH,0,2020
3272,KOTA SUKABUMI,PEREMPUAN,TIDAK BEKERJA,4,2020
3273,KOTA BANDUNG,LAKI-LAKI,BEKERJA,5,2020
3273,KOTA BANDUNG,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,1,2020
3273,KOTA BANDUNG,LAKI-LAKI,TIDAK DIKETAHUI,25,2020
3273,KOTA BANDUNG,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3273,KOTA BANDUNG,LAKI-LAKI,PELAJAR,28,2020
3273,KOTA BANDUNG,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3273,KOTA BANDUNG,LAKI-LAKI,SWASTA/BURUH,4,2020
3273,KOTA BANDUNG,LAKI-LAKI,TIDAK BEKERJA,8,2020
3273,KOTA BANDUNG,PEREMPUAN,BEKERJA,24,2020
3273,KOTA BANDUNG,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,47,2020
3273,KOTA BANDUNG,PEREMPUAN,TIDAK DIKETAHUI,43,2020
3273,KOTA BANDUNG,PEREMPUAN,PEDAGANG/TANI/NELAYAN,1,2020
3273,KOTA BANDUNG,PEREMPUAN,PELAJAR,49,2020
3273,KOTA BANDUNG,PEREMPUAN,PNS/TNI/POLRI,3,2020
3273,KOTA BANDUNG,PEREMPUAN,SWASTA/BURUH,21,2020
3273,KOTA BANDUNG,PEREMPUAN,TIDAK BEKERJA,16,2020
3274,KOTA CIREBON,LAKI-LAKI,BEKERJA,0,2020
3274,KOTA CIREBON,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3274,KOTA CIREBON,LAKI-LAKI,TIDAK DIKETAHUI,1,2020
3274,KOTA CIREBON,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3274,KOTA CIREBON,LAKI-LAKI,PELAJAR,2,2020
3274,KOTA CIREBON,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3274,KOTA CIREBON,LAKI-LAKI,SWASTA/BURUH,0,2020
3274,KOTA CIREBON,LAKI-LAKI,TIDAK BEKERJA,1,2020
3274,KOTA CIREBON,PEREMPUAN,BEKERJA,1,2020
3274,KOTA CIREBON,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,11,2020
3274,KOTA CIREBON,PEREMPUAN,TIDAK DIKETAHUI,0,2020
3274,KOTA CIREBON,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3274,KOTA CIREBON,PEREMPUAN,PELAJAR,7,2020
3274,KOTA CIREBON,PEREMPUAN,PNS/TNI/POLRI,0,2020
3274,KOTA CIREBON,PEREMPUAN,SWASTA/BURUH,2,2020
3274,KOTA CIREBON,PEREMPUAN,TIDAK BEKERJA,4,2020
3275,KOTA BEKASI,LAKI-LAKI,BEKERJA,0,2020
3275,KOTA BEKASI,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3275,KOTA BEKASI,LAKI-LAKI,TIDAK DIKETAHUI,3,2020
3275,KOTA BEKASI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3275,KOTA BEKASI,LAKI-LAKI,PELAJAR,32,2020
3275,KOTA BEKASI,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3275,KOTA BEKASI,LAKI-LAKI,SWASTA/BURUH,0,2020
3275,KOTA BEKASI,LAKI-LAKI,TIDAK BEKERJA,9,2020
3275,KOTA BEKASI,PEREMPUAN,BEKERJA,3,2020
3275,KOTA BEKASI,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,8,2020
3275,KOTA BEKASI,PEREMPUAN,TIDAK DIKETAHUI,16,2020
3275,KOTA BEKASI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,1,2020
3275,KOTA BEKASI,PEREMPUAN,PELAJAR,74,2020
3275,KOTA BEKASI,PEREMPUAN,PNS/TNI/POLRI,1,2020
3275,KOTA BEKASI,PEREMPUAN,SWASTA/BURUH,3,2020
3275,KOTA BEKASI,PEREMPUAN,TIDAK BEKERJA,11,2020
3276,KOTA DEPOK,LAKI-LAKI,BEKERJA,0,2020
3276,KOTA DEPOK,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3276,KOTA DEPOK,LAKI-LAKI,TIDAK DIKETAHUI,3,2020
3276,KOTA DEPOK,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3276,KOTA DEPOK,LAKI-LAKI,PELAJAR,20,2020
3276,KOTA DEPOK,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3276,KOTA DEPOK,LAKI-LAKI,SWASTA/BURUH,0,2020
3276,KOTA DEPOK,LAKI-LAKI,TIDAK BEKERJA,9,2020
3276,KOTA DEPOK,PEREMPUAN,BEKERJA,2,2020
3276,KOTA DEPOK,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,6,2020
3276,KOTA DEPOK,PEREMPUAN,TIDAK DIKETAHUI,28,2020
3276,KOTA DEPOK,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3276,KOTA DEPOK,PEREMPUAN,PELAJAR,18,2020
3276,KOTA DEPOK,PEREMPUAN,PNS/TNI/POLRI,1,2020
3276,KOTA DEPOK,PEREMPUAN,SWASTA/BURUH,1,2020
3276,KOTA DEPOK,PEREMPUAN,TIDAK BEKERJA,17,2020
3277,KOTA CIMAHI,LAKI-LAKI,BEKERJA,0,2020
3277,KOTA CIMAHI,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3277,KOTA CIMAHI,LAKI-LAKI,TIDAK DIKETAHUI,2,2020
3277,KOTA CIMAHI,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3277,KOTA CIMAHI,LAKI-LAKI,PELAJAR,2,2020
3277,KOTA CIMAHI,LAKI-LAKI,PNS/TNI/POLRI,0,2020
3277,KOTA CIMAHI,LAKI-LAKI,SWASTA/BURUH,0,2020
3277,KOTA CIMAHI,LAKI-LAKI,TIDAK BEKERJA,0,2020
3277,KOTA CIMAHI,PEREMPUAN,BEKERJA,1,2020
3277,KOTA CIMAHI,PEREMPUAN,IBU/BAPAK RUMAH TANGGA,5,2020
3277,KOTA CIMAHI,PEREMPUAN,TIDAK DIKETAHUI,4,2020
3277,KOTA CIMAHI,PEREMPUAN,PEDAGANG/TANI/NELAYAN,0,2020
3277,KOTA CIMAHI,PEREMPUAN,PELAJAR,8,2020
3277,KOTA CIMAHI,PEREMPUAN,PNS/TNI/POLRI,0,2020
3277,KOTA CIMAHI,PEREMPUAN,SWASTA/BURUH,0,2020
3277,KOTA CIMAHI,PEREMPUAN,TIDAK BEKERJA,2,2020
3278,KOTA TASIKMALAYA,LAKI-LAKI,BEKERJA,0,2020
3278,KOTA TASIKMALAYA,LAKI-LAKI,IBU/BAPAK RUMAH TANGGA,0,2020
3278,KOTA TASIKMALAYA,LAKI-LAKI,TIDAK DIKETAHUI,0,2020
3278,KOTA TASIKMALAYA,LAKI-LAKI,PEDAGANG/TANI/NELAYAN,0,2020
3278,KOTA TASIKMALAYA,LAKI-LAKI,PELAJAR,2,2020
3278,KOTA TASIKMALAYA,LAKI-LAKI,PNS/TNI/POLRI,0,2020
